Source,Target,Type,Weight
A,CINF,Undirected,0.435543
A,CL,Undirected,0.364587
A,CLX,Undirected,0.353900
A,CMA,Undirected,0.410364
A,CMCSA,Undirected,0.411645
A,CME,Undirected,0.335530
A,CMG,Undirected,0.328320
A,CMI,Undirected,0.429215
A,CMS,Undirected,0.504105
A,CNC,Undirected,0.235454
A,CNP,Undirected,0.392947
A,COF,Undirected,0.382824
A,COG,Undirected,0.455215
A,COH,Undirected,0.380616
A,COL,Undirected,0.429034
A,COO,Undirected,0.067327
A,COP,Undirected,0.509955
A,COST,Undirected,0.339219
A,CPB,Undirected,0.355529
A,CRM,Undirected,0.409825
A,CSCO,Undirected,0.463486
A,CSX,Undirected,0.433729
A,CTAS,Undirected,0.474893
A,CTL,Undirected,0.519639
A,CTSH,Undirected,0.390593
A,CTXS,Undirected,0.417766
A,CVS,Undirected,0.319869
A,CVX,Undirected,0.581315
A,CXO,Undirected,0.040649
A,D,Undirected,0.383837
A,DAL,Undirected,0.028977
A,DD,Undirected,0.497511
A,DE,Undirected,0.502147
A,DFS,Undirected,0.031378
A,DGX,Undirected,0.219540
A,DHI,Undirected,0.286179
A,DHR,Undirected,0.468370
A,DIS,Undirected,0.441566
A,DISCA,Undirected,0.304584
A,DISH,Undirected,0.290964
A,DLR,Undirected,0.352815
A,DLTR,Undirected,0.342095
A,DOV,Undirected,0.525247
A,DOW,Undirected,0.546803
A,DRI,Undirected,0.310958
A,DTE,Undirected,0.476002
A,DUK,Undirected,0.403942
A,DVA,Undirected,0.272553
A,DVN,Undirected,0.424439
A,EA,Undirected,0.360387
A,EBAY,Undirected,0.318787
A,ECL,Undirected,0.463349
A,ED,Undirected,0.434430
A,EFX,Undirected,0.368811
A,EIX,Undirected,0.471598
A,EL,Undirected,0.345192
A,EMN,Undirected,0.467607
A,EMR,Undirected,0.486409
A,EOG,Undirected,0.400686
A,EQR,Undirected,0.379276
A,EQT,Undirected,0.456511
A,ES,Undirected,0.438964
A,ESRX,Undirected,0.356564
A,ESS,Undirected,0.336187
A,ETFC,Undirected,0.332942
A,ETN,Undirected,0.536688
A,ETR,Undirected,0.500439
A,EW,Undirected,0.278102
A,EXC,Undirected,0.408190
A,EXPD,Undirected,0.452190
A,EXPE,Undirected,0.324501
A,EXR,Undirected,0.373706
A,F,Undirected,0.334205
A,FAST,Undirected,0.393941
A,FCX,Undirected,0.533454
A,FDX,Undirected,0.384316
A,FE,Undirected,0.430633
A,FFIV,Undirected,0.326742
A,FIS,Undirected,0.398221
A,FISV,Undirected,0.390187
A,FITB,Undirected,0.395482
A,FL,Undirected,0.240145
A,FLIR,Undirected,0.372898
A,FLR,Undirected,0.493074
A,FLS,Undirected,0.394810
A,FMC,Undirected,0.474588
A,FOX,Undirected,0.495947
A,FOXA,Undirected,0.495947
A,FRT,Undirected,0.363853
A,GD,Undirected,0.498261
A,GE,Undirected,0.502095
A,GGP,Undirected,0.381382
A,GILD,Undirected,0.476171
A,GIS,Undirected,0.429393
A,GLW,Undirected,0.475587
A,GOOG,Undirected,0.368837
A,GOOGL,Undirected,0.368831
A,GPC,Undirected,0.543547
A,GPN,Undirected,0.326602
A,GPS,Undirected,0.343675
A,GRMN,Undirected,0.380720
A,GS,Undirected,0.472371
A,GT,Undirected,0.431612
A,GWW,Undirected,0.528561
A,HAL,Undirected,0.435897
A,HAS,Undirected,0.360950
A,HBAN,Undirected,0.365746
A,HBI,Undirected,0.262084
A,HCN,Undirected,0.379660
A,HCP,Undirected,0.405205
A,HD,Undirected,0.426603
A,HES,Undirected,0.410517
A,HIG,Undirected,0.521904
A,HOG,Undirected,0.333151
A,HOLX,Undirected,0.361876
A,HON,Undirected,0.415714
A,HP,Undirected,0.435040
A,HPQ,Undirected,0.535055
A,HRB,Undirected,0.388784
A,HRL,Undirected,0.404644
A,HRS,Undirected,0.430811
A,HSIC,Undirected,0.351949
A,HST,Undirected,0.420669
A,HSY,Undirected,0.366400
A,HUM,Undirected,0.311366
A,IBM,Undirected,0.455511
A,IDXX,Undirected,0.193800
A,IFF,Undirected,0.526437
A,ILMN,Undirected,0.350728
A,INCY,Undirected,0.302880
A,INTC,Undirected,0.564349
A,INTU,Undirected,0.353374
A,IP,Undirected,0.518155
A,IPG,Undirected,0.322827
A,IR,Undirected,0.526031
A,ISRG,Undirected,0.360409
A,IT,Undirected,0.473914
A,ITW,Undirected,0.509203
A,IVZ,Undirected,0.471994
A,JBHT,Undirected,0.449282
A,JEC,Undirected,0.495330
A,JNJ,Undirected,0.360784
A,JNPR,Undirected,0.481420
A,JPM,Undirected,0.500711
A,JWN,Undirected,0.374791
A,K,Undirected,0.408295
A,KEY,Undirected,0.428682
A,KIM,Undirected,0.383149
A,KLAC,Undirected,0.402580
A,KMB,Undirected,0.421562
A,KMX,Undirected,0.258364
A,KO,Undirected,0.423208
A,KR,Undirected,0.415093
A,KSS,Undirected,0.312256
A,KSU,Undirected,0.368270
A,L,Undirected,0.504851
A,LB,Undirected,0.371388
A,LEG,Undirected,0.388468
A,LEN,Undirected,0.195328
A,LH,Undirected,0.348993
A,LKQ,Undirected,0.303385
A,LLL,Undirected,0.424831
A,LLY,Undirected,0.469442
A,LNC,Undirected,0.471139
A,LNT,Undirected,0.402736
A,LOW,Undirected,0.403910
A,LRCX,Undirected,0.410911
A,LUK,Undirected,0.467897
A,LUV,Undirected,0.332803
A,M,Undirected,0.351050
A,MA,Undirected,0.364249
A,MAA,Undirected,0.354761
A,MAC,Undirected,0.410270
A,MAR,Undirected,0.446656
A,MAS,Undirected,0.404096
A,MCD,Undirected,0.333287
A,MCHP,Undirected,0.323137
A,MCK,Undirected,0.418241
A,MCO,Undirected,0.338262
A,MET,Undirected,0.512200
A,MHK,Undirected,0.293251
A,MKC,Undirected,0.357197
A,MLM,Undirected,0.380777
A,MMC,Undirected,0.461094
A,MMM,Undirected,0.592028
A,MO,Undirected,0.435994
A,MON,Undirected,0.488948
A,MOS,Undirected,0.379551
A,MRK,Undirected,0.299875
A,MRO,Undirected,0.483831
A,MS,Undirected,0.482968
A,MSFT,Undirected,0.480353
A,MSI,Undirected,0.443301
A,MTB,Undirected,0.415748
A,MTD,Undirected,0.473645
A,MUR,Undirected,0.497637
A,NDAQ,Undirected,0.270855
A,NEE,Undirected,0.385628
A,NEM,Undirected,0.410163
A,NFLX,Undirected,0.265521
A,NFX,Undirected,0.371725
A,NI,Undirected,0.472845
A,NKE,Undirected,0.481458
A,NOC,Undirected,0.426765
A,NOV,Undirected,0.449612
A,NRG,Undirected,0.463531
A,NSC,Undirected,0.445473
A,NTAP,Undirected,0.427831
A,NTRS,Undirected,0.531640
A,NUE,Undirected,0.535606
A,NVDA,Undirected,0.451771
A,O,Undirected,0.402305
A,OKE,Undirected,0.327922
A,OMC,Undirected,0.431565
A,ORCL,Undirected,0.495922
A,ORLY,Undirected,0.435802
A,OXY,Undirected,0.503205
A,PAYX,Undirected,0.427308
A,PBCT,Undirected,0.403953
A,PCAR,Undirected,0.523046
A,PCG,Undirected,0.428570
A,PCLN,Undirected,0.379339
A,PDCO,Undirected,0.379806
A,PEG,Undirected,0.492975
A,PEP,Undirected,0.442302
A,PFE,Undirected,0.476363
A,PFG,Undirected,0.488378
A,PG,Undirected,0.358167
A,PGR,Undirected,0.268592
A,PH,Undirected,0.454731
A,PHM,Undirected,0.263159
A,PKI,Undirected,0.450362
A,PLD,Undirected,0.370288
A,PNC,Undirected,0.410504
A,PNW,Undirected,0.405240
A,PPG,Undirected,0.537413
A,PPL,Undirected,0.410559
A,PRU,Undirected,0.494554
A,PSA,Undirected,0.375791
A,PVH,Undirected,0.400458
A,PWR,Undirected,0.463187
A,PX,Undirected,0.520225
A,PXD,Undirected,0.373085
A,QCOM,Undirected,0.429839
A,RAI,Undirected,0.386730
A,RCL,Undirected,0.324625
A,RE,Undirected,0.438116
A,REG,Undirected,0.377104
A,REGN,Undirected,0.379092
A,RF,Undirected,0.404596
A,RHI,Undirected,0.467678
A,RHT,Undirected,0.328834
A,RIG,Undirected,0.467822
A,RJF,Undirected,0.481490
A,RL,Undirected,0.400859
A,ROK,Undirected,0.555641
A,ROP,Undirected,0.476882
A,ROST,Undirected,0.433016
A,RRC,Undirected,0.350900
A,RSG,Undirected,0.416476
A,RTN,Undirected,0.442293
A,SBUX,Undirected,0.359180
A,SCG,Undirected,0.464204
A,SEE,Undirected,0.480165
A,SHW,Undirected,0.384682
A,SIG,Undirected,0.362074
A,SJM,Undirected,0.352332
A,SLB,Undirected,0.495878
A,SLG,Undirected,0.390887
A,SNA,Undirected,0.456331
A,SNPS,Undirected,0.431873
A,SO,Undirected,0.398678
A,SPG,Undirected,0.440004
A,SPGI,Undirected,0.342816
A,SPLS,Undirected,0.398998
A,SRCL,Undirected,0.271939
A,SRE,Undirected,0.514095
A,STI,Undirected,0.359601
A,STT,Undirected,0.480690
A,STX,Undirected,0.362645
A,STZ,Undirected,0.381401
A,SWK,Undirected,0.486600
A,SWKS,Undirected,0.428485
A,SYK,Undirected,0.446147
A,SYMC,Undirected,0.404654
A,SYY,Undirected,0.395029
A,T,Undirected,0.459434
A,TAP,Undirected,0.408833
A,TDG,Undirected,0.345516
A,TEL,Undirected,-0.025520
A,TGT,Undirected,0.353702
A,TIF,Undirected,0.405325
A,TJX,Undirected,0.352995
A,TMK,Undirected,0.468409
A,TMO,Undirected,0.503367
A,TROW,Undirected,0.529699
A,TRV,Undirected,0.393303
A,TSCO,Undirected,0.217573
A,TSN,Undirected,0.445016
A,TSO,Undirected,0.284912
A,TSS,Undirected,0.327272
A,TWX,Undirected,0.421981
A,TXN,Undirected,0.428977
A,TXT,Undirected,0.465247
A,UAA,Undirected,0.257907
A,UAL,Undirected,0.315007
A,UDR,Undirected,0.394354
A,UHS,Undirected,0.267375
A,ULTA,Undirected,0.139134
A,UNH,Undirected,0.277883
A,UNM,Undirected,0.475441
A,UNP,Undirected,0.435524
A,UPS,Undirected,0.404921
A,URI,Undirected,0.225884
A,USB,Undirected,0.518209
A,UTX,Undirected,0.561846
A,VAR,Undirected,0.343913
A,VFC,Undirected,0.318268
A,VIAB,Undirected,0.363559
A,VLO,Undirected,0.382263
A,VMC,Undirected,0.398005
A,VNO,Undirected,0.413094
A,VRSN,Undirected,0.353245
A,VRTX,Undirected,0.308275
A,VTR,Undirected,0.356953
A,VZ,Undirected,0.458368
A,WAT,Undirected,0.414724
A,WDC,Undirected,0.276232
A,WEC,Undirected,0.483941
A,WFC,Undirected,0.399321
A,WFM,Undirected,0.338057
A,WHR,Undirected,0.329271
A,WLTW,Undirected,0.279842
A,WM,Undirected,0.482352
A,WMB,Undirected,0.500433
A,WMT,Undirected,0.363122
A,WU,Undirected,0.369153
A,WY,Undirected,0.501958
A,WYN,Undirected,0.472285
A,WYNN,Undirected,0.329530
A,XEC,Undirected,0.335348
A,XEL,Undirected,0.514980
A,XLNX,Undirected,0.400968
A,XOM,Undirected,0.588970
A,XRAY,Undirected,0.390501
A,XRX,Undirected,0.540913
A,YUM,Undirected,0.446329
A,ZBH,Undirected,0.388871
A,ZION,Undirected,0.354728
AAP,AAPL,Undirected,0.332080
AAP,ABC,Undirected,0.413048
AAP,ABT,Undirected,0.295112
AAP,ACN,Undirected,0.237034
AAP,ADBE,Undirected,0.306315
AAP,ADM,Undirected,0.279746
AAP,ADP,Undirected,0.304314
AAP,ADS,Undirected,0.264689
AAP,ADSK,Undirected,0.364357
AAP,AEE,Undirected,0.191797
AAP,AEP,Undirected,0.305311
AAP,AES,Undirected,0.421378
AAP,AET,Undirected,0.352496
AAP,AFL,Undirected,0.355191
AAP,AIG,Undirected,0.344394
AAP,AIV,Undirected,0.351679
AAP,AIZ,Undirected,0.399899
AAP,AJG,Undirected,0.159228
AAP,AKAM,Undirected,0.374231
AAP,ALB,Undirected,0.468148
AAP,ALGN,Undirected,0.195173
AAP,ALK,Undirected,0.264000
AAP,ALL,Undirected,0.326010
AAP,ALXN,Undirected,0.194576
AAP,AMAT,Undirected,0.213949
AAP,AMD,Undirected,0.223992
AAP,AME,Undirected,0.418324
AAP,AMG,Undirected,0.356001
AAP,AMGN,Undirected,0.250354
AAP,AMP,Undirected,0.395723
AAP,AMT,Undirected,0.399094
AAP,AMZN,Undirected,0.316219
AAP,AN,Undirected,0.368729
AAP,ANSS,Undirected,0.177663
AAP,ANTM,Undirected,0.234767
AAP,APA,Undirected,0.298431
AAP,APC,Undirected,0.406191
AAP,APD,Undirected,0.421137
AAP,APH,Undirected,0.404120
AAP,ARE,Undirected,0.376992
AAP,ARNC,Undirected,0.429939
AAP,ATVI,Undirected,0.307008
AAP,AVB,Undirected,0.298057
AAP,AVY,Undirected,0.328068
AAP,AXP,Undirected,0.342535
AAP,AYI,Undirected,0.380163
AAP,AZO,Undirected,0.569616
AAP,BA,Undirected,0.346551
AAP,BAC,Undirected,0.344337
AAP,BAX,Undirected,0.393645
AAP,BBBY,Undirected,0.383589
AAP,BBT,Undirected,0.288036
AAP,BBY,Undirected,0.385330
AAP,BCR,Undirected,0.354128
AAP,BDX,Undirected,0.257279
AAP,BEN,Undirected,0.390639
AAP,BF,Undirected,0.159198
AAP,BHI,Undirected,0.326795
AAP,BIIB,Undirected,0.217631
AAP,BK,Undirected,0.332256
AAP,BLK,Undirected,0.304461
AAP,BLL,Undirected,0.368937
AAP,BMY,Undirected,0.440914
AAP,BRK,Undirected,0.149877
AAP,BSX,Undirected,0.084690
AAP,BWA,Undirected,0.303311
AAP,BXP,Undirected,0.375133
AAP,C,Undirected,0.369821
AAP,CA,Undirected,0.441862
AAP,CAG,Undirected,0.332596
AAP,CAH,Undirected,0.356171
AAP,CAT,Undirected,0.428909
AAP,CB,Undirected,0.320647
AAP,CBG,Undirected,0.357947
AAP,CBS,Undirected,0.468683
AAP,CCL,Undirected,0.275838
AAP,CELG,Undirected,0.195099
AAP,CERN,Undirected,0.210693
AAP,CF,Undirected,0.349256
AAP,CHD,Undirected,0.289545
AAP,CHK,Undirected,0.339748
AAP,CHRW,Undirected,0.330025
AAP,CI,Undirected,0.376239
AAP,CINF,Undirected,0.412389
AAP,CL,Undirected,0.206076
AAP,CLX,Undirected,0.240190
AAP,CMA,Undirected,0.354530
AAP,CMCSA,Undirected,0.388999
AAP,CME,Undirected,0.349763
AAP,CMG,Undirected,0.315543
AAP,CMI,Undirected,0.454843
AAP,CMS,Undirected,0.417195
AAP,CNC,Undirected,0.152813
AAP,CNP,Undirected,0.412296
AAP,COF,Undirected,0.306300
AAP,COG,Undirected,0.336515
AAP,COH,Undirected,0.371122
AAP,COL,Undirected,0.372171
AAP,COO,Undirected,0.034486
AAP,COP,Undirected,0.316263
AAP,COST,Undirected,0.395430
AAP,CPB,Undirected,0.317713
AAP,CRM,Undirected,0.234035
AAP,CSCO,Undirected,0.318050
AAP,CSX,Undirected,0.366606
AAP,CTAS,Undirected,0.346588
AAP,CTL,Undirected,0.472342
AAP,CTSH,Undirected,0.242902
AAP,CTXS,Undirected,0.383143
AAP,CVS,Undirected,0.325232
AAP,CVX,Undirected,0.399123
AAP,CXO,Undirected,0.029909
AAP,D,Undirected,0.286465
AAP,DAL,Undirected,-0.068685
AAP,DD,Undirected,0.335996
AAP,DE,Undirected,0.326614
AAP,DFS,Undirected,0.083646
AAP,DGX,Undirected,0.139779
AAP,DHI,Undirected,0.276316
AAP,DHR,Undirected,0.373777
AAP,DIS,Undirected,0.401018
AAP,DISCA,Undirected,0.207249
AAP,DISH,Undirected,0.393763
AAP,DLR,Undirected,0.307029
AAP,DLTR,Undirected,0.389481
AAP,DOV,Undirected,0.377395
AAP,DOW,Undirected,0.449389
AAP,DRI,Undirected,0.293967
AAP,DTE,Undirected,0.369229
AAP,DUK,Undirected,0.275598
AAP,DVA,Undirected,0.158157
AAP,DVN,Undirected,0.300545
AAP,EA,Undirected,0.266040
AAP,EBAY,Undirected,0.221153
AAP,ECL,Undirected,0.345100
AAP,ED,Undirected,0.308554
AAP,EFX,Undirected,0.359515
AAP,EIX,Undirected,0.376183
AAP,EL,Undirected,0.352912
AAP,EMN,Undirected,0.456432
AAP,EMR,Undirected,0.471522
AAP,EOG,Undirected,0.256738
AAP,EQR,Undirected,0.309323
AAP,EQT,Undirected,0.371573
AAP,ES,Undirected,0.344717
AAP,ESRX,Undirected,0.316718
AAP,ESS,Undirected,0.329773
AAP,ETFC,Undirected,0.267424
AAP,ETN,Undirected,0.500437
AAP,ETR,Undirected,0.434764
AAP,EW,Undirected,0.209651
AAP,EXC,Undirected,0.331376
AAP,EXPD,Undirected,0.323217
AAP,EXPE,Undirected,0.218558
AAP,EXR,Undirected,0.342985
AAP,F,Undirected,0.273823
AAP,FAST,Undirected,0.322657
AAP,FCX,Undirected,0.481285
AAP,FDX,Undirected,0.394271
AAP,FE,Undirected,0.343489
AAP,FFIV,Undirected,0.136634
AAP,FIS,Undirected,0.349320
AAP,FISV,Undirected,0.397483
AAP,FITB,Undirected,0.308434
AAP,FL,Undirected,0.310245
AAP,FLIR,Undirected,0.224629
AAP,FLR,Undirected,0.389280
AAP,FLS,Undirected,0.286487
AAP,FMC,Undirected,0.410660
AAP,FOX,Undirected,0.399938
AAP,FOXA,Undirected,0.399938
AAP,FRT,Undirected,0.323660
AAP,GD,Undirected,0.472727
AAP,GE,Undirected,0.299582
AAP,GGP,Undirected,0.350731
AAP,GILD,Undirected,0.340742
AAP,GIS,Undirected,0.273888
AAP,GLW,Undirected,0.389053
AAP,GOOG,Undirected,0.319245
AAP,GOOGL,Undirected,0.319286
AAP,GPC,Undirected,0.423638
AAP,GPN,Undirected,0.319585
AAP,GPS,Undirected,0.392056
AAP,GRMN,Undirected,0.232179
AAP,GS,Undirected,0.333714
AAP,GT,Undirected,0.414600
AAP,GWW,Undirected,0.469520
AAP,HAL,Undirected,0.342688
AAP,HAS,Undirected,0.329879
AAP,HBAN,Undirected,0.356770
AAP,HBI,Undirected,0.343309
AAP,HCN,Undirected,0.391884
AAP,HCP,Undirected,0.345594
AAP,HD,Undirected,0.409576
AAP,HES,Undirected,0.360994
AAP,HIG,Undirected,0.400590
AAP,HOG,Undirected,0.245464
AAP,HOLX,Undirected,0.331159
AAP,HON,Undirected,0.468196
AAP,HP,Undirected,0.399318
AAP,HPQ,Undirected,0.408988
AAP,HRB,Undirected,0.308984
AAP,HRL,Undirected,0.369852
AAP,HRS,Undirected,0.488767
AAP,HSIC,Undirected,0.266450
AAP,HST,Undirected,0.371007
AAP,HSY,Undirected,0.314286
AAP,HUM,Undirected,0.288831
AAP,IBM,Undirected,0.326409
AAP,IDXX,Undirected,0.142076
AAP,IFF,Undirected,0.300748
AAP,ILMN,Undirected,0.238422
AAP,INCY,Undirected,0.219928
AAP,INTC,Undirected,0.398826
AAP,INTU,Undirected,0.287337
AAP,IP,Undirected,0.347332
AAP,IPG,Undirected,0.178547
AAP,IR,Undirected,0.495986
AAP,ISRG,Undirected,0.365036
AAP,IT,Undirected,0.329015
AAP,ITW,Undirected,0.423387
AAP,IVZ,Undirected,0.397329
AAP,JBHT,Undirected,0.417644
AAP,JEC,Undirected,0.407174
AAP,JNJ,Undirected,0.207391
AAP,JNPR,Undirected,0.242260
AAP,JPM,Undirected,0.361605
AAP,JWN,Undirected,0.280176
AAP,K,Undirected,0.178941
AAP,KEY,Undirected,0.360414
AAP,KIM,Undirected,0.325454
AAP,KLAC,Undirected,0.304950
AAP,KMB,Undirected,0.342132
AAP,KMX,Undirected,0.323972
AAP,KO,Undirected,0.252267
AAP,KR,Undirected,0.389351
AAP,KSS,Undirected,0.383902
AAP,KSU,Undirected,0.388646
AAP,L,Undirected,0.450261
AAP,LB,Undirected,0.460134
AAP,LEG,Undirected,0.339323
AAP,LEN,Undirected,0.261162
AAP,LH,Undirected,0.375239
AAP,LKQ,Undirected,0.161798
AAP,LLL,Undirected,0.398168
AAP,LLY,Undirected,0.323187
AAP,LNC,Undirected,0.453468
AAP,LNT,Undirected,0.327225
AAP,LOW,Undirected,0.459426
AAP,LRCX,Undirected,0.300795
AAP,LUK,Undirected,0.228316
AAP,LUV,Undirected,0.146900
AAP,M,Undirected,0.438941
AAP,MA,Undirected,0.324300
AAP,MAA,Undirected,0.326445
AAP,MAC,Undirected,0.367730
AAP,MAR,Undirected,0.304111
AAP,MAS,Undirected,0.379336
AAP,MCD,Undirected,0.217394
AAP,MCHP,Undirected,0.295886
AAP,MCK,Undirected,0.329276
AAP,MCO,Undirected,0.237282
AAP,MET,Undirected,0.410821
AAP,MHK,Undirected,0.274356
AAP,MKC,Undirected,0.143989
AAP,MLM,Undirected,0.344097
AAP,MMC,Undirected,0.304757
AAP,MMM,Undirected,0.402281
AAP,MO,Undirected,0.344627
AAP,MON,Undirected,0.314037
AAP,MOS,Undirected,0.353380
AAP,MRK,Undirected,0.274669
AAP,MRO,Undirected,0.371880
AAP,MS,Undirected,0.313682
AAP,MSFT,Undirected,0.397999
AAP,MSI,Undirected,0.334665
AAP,MTB,Undirected,0.298904
AAP,MTD,Undirected,0.469899
AAP,MUR,Undirected,0.360903
AAP,NDAQ,Undirected,0.326934
AAP,NEE,Undirected,0.256135
AAP,NEM,Undirected,0.319171
AAP,NFLX,Undirected,0.191676
AAP,NFX,Undirected,0.203648
AAP,NI,Undirected,0.320165
AAP,NKE,Undirected,0.410282
AAP,NOC,Undirected,0.444563
AAP,NOV,Undirected,0.396107
AAP,NRG,Undirected,0.351544
AAP,NSC,Undirected,0.380275
AAP,NTAP,Undirected,0.349101
AAP,NTRS,Undirected,0.342870
AAP,NUE,Undirected,0.397045
AAP,NVDA,Undirected,0.253317
AAP,O,Undirected,0.276831
AAP,OKE,Undirected,0.342681
AAP,OMC,Undirected,0.399819
AAP,ORCL,Undirected,0.340204
AAP,ORLY,Undirected,0.446051
AAP,OXY,Undirected,0.310222
AAP,PAYX,Undirected,0.217425
AAP,PBCT,Undirected,0.223394
AAP,PCAR,Undirected,0.487741
AAP,PCG,Undirected,0.309450
AAP,PCLN,Undirected,0.293603
AAP,PDCO,Undirected,0.322222
AAP,PEG,Undirected,0.362687
AAP,PEP,Undirected,0.259517
AAP,PFE,Undirected,0.416234
AAP,PFG,Undirected,0.416543
AAP,PG,Undirected,0.219371
AAP,PGR,Undirected,0.211675
AAP,PH,Undirected,0.501811
AAP,PHM,Undirected,0.305502
AAP,PKI,Undirected,0.277591
AAP,PLD,Undirected,0.355004
AAP,PNC,Undirected,0.293794
AAP,PNW,Undirected,0.230973
AAP,PPG,Undirected,0.429109
AAP,PPL,Undirected,0.318074
AAP,PRU,Undirected,0.420529
AAP,PSA,Undirected,0.315688
AAP,PVH,Undirected,0.435530
AAP,PWR,Undirected,0.383542
AAP,PX,Undirected,0.387070
AAP,PXD,Undirected,0.340811
AAP,QCOM,Undirected,0.381097
AAP,RAI,Undirected,0.221768
AAP,RCL,Undirected,0.259901
AAP,RE,Undirected,0.341087
AAP,REG,Undirected,0.375368
AAP,REGN,Undirected,0.153601
AAP,RF,Undirected,0.361946
AAP,RHI,Undirected,0.438504
AAP,RHT,Undirected,0.250074
AAP,RIG,Undirected,0.315300
AAP,RJF,Undirected,0.398327
AAP,RL,Undirected,0.460783
AAP,ROK,Undirected,0.467732
AAP,ROP,Undirected,0.334451
AAP,ROST,Undirected,0.375167
AAP,RRC,Undirected,0.266999
AAP,RSG,Undirected,0.389283
AAP,RTN,Undirected,0.425865
AAP,SBUX,Undirected,0.334444
AAP,SCG,Undirected,0.405998
AAP,SEE,Undirected,0.447236
AAP,SHW,Undirected,0.407311
AAP,SIG,Undirected,0.324448
AAP,SJM,Undirected,0.243902
AAP,SLB,Undirected,0.318209
AAP,SLG,Undirected,0.369899
AAP,SNA,Undirected,0.498930
AAP,SNPS,Undirected,0.359419
AAP,SO,Undirected,0.234748
AAP,SPG,Undirected,0.373955
AAP,SPGI,Undirected,0.325734
AAP,SPLS,Undirected,0.409707
AAP,SRCL,Undirected,0.225187
AAP,SRE,Undirected,0.423083
AAP,STI,Undirected,0.333788
AAP,STT,Undirected,0.366556
AAP,STX,Undirected,0.307503
AAP,STZ,Undirected,0.208227
AAP,SWK,Undirected,0.479263
AAP,SWKS,Undirected,0.342411
AAP,SYK,Undirected,0.311589
AAP,SYMC,Undirected,0.216609
AAP,SYY,Undirected,0.398540
AAP,T,Undirected,0.307071
AAP,TAP,Undirected,0.255558
AAP,TDG,Undirected,0.255067
AAP,TEL,Undirected,-0.004800
AAP,TGT,Undirected,0.379870
AAP,TIF,Undirected,0.366546
AAP,TJX,Undirected,0.348810
AAP,TMK,Undirected,0.361291
AAP,TMO,Undirected,0.358938
AAP,TROW,Undirected,0.365331
AAP,TRV,Undirected,0.323734
AAP,TSCO,Undirected,0.242204
AAP,TSN,Undirected,0.383498
AAP,TSO,Undirected,0.306807
AAP,TSS,Undirected,0.267328
AAP,TWX,Undirected,0.429826
AAP,TXN,Undirected,0.363661
AAP,TXT,Undirected,0.472357
AAP,UAA,Undirected,0.199767
AAP,UAL,Undirected,0.233345
AAP,UDR,Undirected,0.358121
AAP,UHS,Undirected,0.291616
