Source,Target,Type,Weight
A,C,Undirected,0.508964
A,CA,Undirected,0.322983
A,CAG,Undirected,0.432280
A,CAH,Undirected,0.544708
A,CAT,Undirected,0.680889
A,CB,Undirected,0.496302
A,CBG,Undirected,0.574890
A,CBOE,Undirected,0.059872
A,CBS,Undirected,0.605849
A,CCL,Undirected,0.605423
A,CELG,Undirected,0.202923
A,CERN,Undirected,0.206032
A,CF,Undirected,0.446613
A,CHD,Undirected,0.403726
A,CHK,Undirected,0.509398
A,CHRW,Undirected,0.318117
A,CI,Undirected,0.511007
A,CINF,Undirected,0.268302
A,CL,Undirected,0.452250
A,CLX,Undirected,0.433007
A,CMA,Undirected,0.502405
A,CMCSA,Undirected,0.320021
A,CME,Undirected,0.259530
A,CMG,Undirected,0.433474
A,CMI,Undirected,0.663529
A,CMS,Undirected,0.535027
A,CNC,Undirected,0.427951
A,CNP,Undirected,0.513097
A,COF,Undirected,0.521011
A,COG,Undirected,0.503206
A,COH,Undirected,0.567381
A,COL,Undirected,0.635023
A,COO,Undirected,0.499831
A,COP,Undirected,0.583732
A,COST,Undirected,0.278352
A,CPB,Undirected,0.387035
A,CRM,Undirected,0.553750
A,CSCO,Undirected,0.386748
A,CSX,Undirected,0.339666
A,CTAS,Undirected,0.320816
A,CTL,Undirected,0.459851
A,CTSH,Undirected,0.335545
A,CTXS,Undirected,0.240186
A,CVS,Undirected,0.505096
A,CVX,Undirected,0.609488
A,CXO,Undirected,0.536785
A,D,Undirected,0.506441
A,DAL,Undirected,0.398565
A,DD,Undirected,0.687301
A,DE,Undirected,0.642711
A,DFS,Undirected,0.533985
A,DG,Undirected,-0.002944
A,DGX,Undirected,0.477206
A,DHI,Undirected,0.496684
A,DHR,Undirected,0.680847
A,DIS,Undirected,0.640143
A,DISCA,Undirected,0.278578
A,DISCK,Undirected,0.003667
A,DISH,Undirected,0.288450
A,DLPH,Undirected,-0.056774
A,DLR,Undirected,0.497085
A,DLTR,Undirected,0.174572
A,DOV,Undirected,0.678354
A,DOW,Undirected,0.643519
A,DPS,Undirected,0.076448
A,DRI,Undirected,0.458489
A,DTE,Undirected,0.546884
A,DUK,Undirected,0.438545
A,DVA,Undirected,0.465846
A,DVN,Undirected,0.571598
A,EA,Undirected,0.283819
A,EBAY,Undirected,0.307842
A,ECL,Undirected,0.579476
A,ED,Undirected,0.452498
A,EFX,Undirected,0.649340
A,EIX,Undirected,0.520202
A,EL,Undirected,0.556919
A,EMN,Undirected,0.675430
A,EMR,Undirected,0.673118
A,EOG,Undirected,0.575066
A,EQR,Undirected,0.518208
A,EQT,Undirected,0.556294
A,ES,Undirected,0.494510
A,ESRX,Undirected,0.220021
A,ESS,Undirected,0.510996
A,ETFC,Undirected,0.274632
A,ETN,Undirected,0.587322
A,ETR,Undirected,0.452286
A,EW,Undirected,0.435861
A,EXC,Undirected,0.439306
A,EXPD,Undirected,0.320587
A,EXPE,Undirected,0.309719
A,EXR,Undirected,0.559734
A,F,Undirected,0.491270
A,FAST,Undirected,0.273625
A,FB,Undirected,0.038341
A,FBHS,Undirected,-0.031222
A,FCX,Undirected,0.584275
A,FDX,Undirected,0.625215
A,FE,Undirected,0.468065
A,FFIV,Undirected,0.254764
A,FIS,Undirected,0.554243
A,FISV,Undirected,0.303486
A,FITB,Undirected,0.242590
A,FL,Undirected,0.506533
A,FLIR,Undirected,0.287299
A,FLR,Undirected,0.612882
A,FLS,Undirected,0.632780
A,FMC,Undirected,0.665621
A,FOX,Undirected,0.363461
A,FOXA,Undirected,0.355565
A,FRT,Undirected,0.519757
A,GD,Undirected,0.617473
A,GE,Undirected,0.583581
A,GGP,Undirected,0.224719
A,GILD,Undirected,0.179043
A,GIS,Undirected,0.368764
A,GLW,Undirected,0.606060
A,GM,Undirected,0.023153
A,GOOG,Undirected,0.288708
A,GOOGL,Undirected,0.288709
A,GPC,Undirected,0.616898
A,GPN,Undirected,0.591905
A,GPS,Undirected,0.501344
A,GRMN,Undirected,0.262389
A,GS,Undirected,0.531425
A,GT,Undirected,0.299265
A,GWW,Undirected,0.601587
A,HAL,Undirected,0.563862
A,HAS,Undirected,0.242906
A,HBAN,Undirected,0.222892
A,HBI,Undirected,0.511349
A,HCA,Undirected,0.025079
A,HCN,Undirected,0.489469
A,HCP,Undirected,0.513386
A,HD,Undirected,0.548883
A,HES,Undirected,0.561620
A,HIG,Undirected,0.535545
A,HOG,Undirected,0.613283
A,HOLX,Undirected,0.315547
A,HON,Undirected,0.694345
A,HP,Undirected,0.573792
A,HPQ,Undirected,0.588311
A,HRB,Undirected,0.460921
A,HRL,Undirected,0.460774
A,HRS,Undirected,0.632546
A,HSIC,Undirected,0.258293
A,HST,Undirected,0.597819
A,HSY,Undirected,0.391080
A,HUM,Undirected,0.400594
A,IBM,Undirected,0.599214
A,IDXX,Undirected,0.284817
A,IFF,Undirected,0.635993
A,ILMN,Undirected,0.278768
A,INCY,Undirected,0.296318
A,INTC,Undirected,0.349379
A,INTU,Undirected,0.295552
A,IP,Undirected,0.570093
A,IPG,Undirected,0.599196
A,IR,Undirected,0.644333
A,ISRG,Undirected,0.294104
A,IT,Undirected,0.562963
A,ITW,Undirected,0.681392
A,IVZ,Undirected,0.626697
A,JBHT,Undirected,0.293932
A,JEC,Undirected,0.640860
A,JNJ,Undirected,0.509015
A,JNPR,Undirected,0.254858
A,JPM,Undirected,0.530979
A,JWN,Undirected,0.539403
A,K,Undirected,0.456930
A,KEY,Undirected,0.476867
A,KIM,Undirected,0.537434
A,KLAC,Undirected,0.316385
A,KMB,Undirected,0.458146
A,KMI,Undirected,-0.040509
A,KMX,Undirected,0.520488
A,KO,Undirected,0.491407
A,KORS,Undirected,-0.006679
A,KR,Undirected,0.394833
A,KSS,Undirected,0.483964
A,KSU,Undirected,0.598297
A,L,Undirected,0.643494
A,LB,Undirected,0.556408
A,LEG,Undirected,0.621626
A,LEN,Undirected,0.503414
A,LH,Undirected,0.509201
A,LKQ,Undirected,0.226999
A,LLL,Undirected,0.637922
A,LLY,Undirected,0.499443
A,LNC,Undirected,0.613707
A,LNT,Undirected,0.534218
A,LOW,Undirected,0.528630
A,LRCX,Undirected,0.330551
A,LUK,Undirected,0.651985
A,LUV,Undirected,0.506179
A,LVLT,Undirected,-0.129180
A,LYB,Undirected,0.036721
A,M,Undirected,0.529874
A,MA,Undirected,0.516202
A,MAA,Undirected,0.520495
A,MAC,Undirected,0.527402
A,MAR,Undirected,0.327174
A,MAS,Undirected,0.593478
A,MAT,Undirected,-0.043229
A,MCD,Undirected,0.471173
A,MCHP,Undirected,0.332375
A,MCK,Undirected,0.515671
A,MCO,Undirected,0.543061
A,MDLZ,Undirected,0.093195
A,MET,Undirected,0.605566
A,MHK,Undirected,0.570597
A,MKC,Undirected,0.503553
A,MLM,Undirected,0.546256
A,MMC,Undirected,0.543347
A,MMM,Undirected,0.658049
A,MO,Undirected,0.414391
A,MON,Undirected,0.507151
A,MOS,Undirected,0.244726
A,MPC,Undirected,0.060635
A,MRK,Undirected,0.237024
A,MRO,Undirected,0.604440
A,MS,Undirected,0.572668
A,MSFT,Undirected,0.328838
A,MSI,Undirected,0.512730
A,MTB,Undirected,0.492211
A,MTD,Undirected,0.706655
A,MU,Undirected,0.033246
A,MUR,Undirected,0.602892
A,NDAQ,Undirected,0.282092
A,NEE,Undirected,0.485776
A,NEM,Undirected,0.262507
A,NFLX,Undirected,0.216655
A,NFX,Undirected,0.590118
A,NI,Undirected,0.575021
A,NKE,Undirected,0.553393
A,NOC,Undirected,0.598606
A,NOV,Undirected,0.596475
A,NRG,Undirected,0.467654
A,NSC,Undirected,0.607832
A,NTAP,Undirected,0.287945
A,NTRS,Undirected,0.259616
A,NUE,Undirected,0.589177
A,NVDA,Undirected,0.291636
A,O,Undirected,0.483893
A,OKE,Undirected,0.605204
A,OMC,Undirected,0.682483
A,ORCL,Undirected,0.646322
A,ORLY,Undirected,0.213142
A,OXY,Undirected,0.604848
A,PAYX,Undirected,0.320050
A,PBCT,Undirected,0.236873
A,PCAR,Undirected,0.350124
A,PCG,Undirected,0.419072
A,PCLN,Undirected,0.245906
A,PDCO,Undirected,0.304819
A,PEG,Undirected,0.500344
A,PEP,Undirected,0.465355
A,PFE,Undirected,0.511623
A,PFG,Undirected,0.608471
A,PG,Undirected,0.486657
A,PGR,Undirected,0.543973
A,PH,Undirected,0.664680
A,PHM,Undirected,0.507305
A,PKI,Undirected,0.713743
A,PLD,Undirected,0.411893
A,PM,Undirected,-0.021907
A,PNC,Undirected,0.484662
A,PNW,Undirected,0.508979
A,PPG,Undirected,0.666281
A,PPL,Undirected,0.444395
A,PRU,Undirected,0.598409
A,PSA,Undirected,0.535592
A,PSX,Undirected,0.098373
A,PVH,Undirected,0.551389
A,PWR,Undirected,0.551333
A,PX,Undirected,0.636305
A,PXD,Undirected,0.596639
A,QCOM,Undirected,0.308625
A,RAI,Undirected,0.429542
A,RCL,Undirected,0.601711
A,RE,Undirected,0.449633
A,REG,Undirected,0.548041
A,REGN,Undirected,0.273224
A,RF,Undirected,0.463308
A,RHI,Undirected,0.656523
A,RHT,Undirected,0.578898
A,RIG,Undirected,0.528377
A,RJF,Undirected,0.621599
A,RL,Undirected,0.575177
A,ROK,Undirected,0.685015
A,ROP,Undirected,0.653734
A,ROST,Undirected,0.227643
A,RRC,Undirected,0.489616
A,RSG,Undirected,0.572577
A,RTN,Undirected,0.538966
A,SBUX,Undirected,0.311583
A,SCG,Undirected,0.532647
A,SCHW,Undirected,-0.001244
A,SEE,Undirected,0.603647
A,SHW,Undirected,0.514051
A,SIG,Undirected,0.520517
A,SJM,Undirected,0.438092
A,SLB,Undirected,0.604356
A,SLG,Undirected,0.526208
A,SNA,Undirected,0.670956
A,SNI,Undirected,0.034621
A,SNPS,Undirected,0.298391
A,SO,Undirected,0.384253
A,SPG,Undirected,0.541502
A,SPGI,Undirected,0.564435
A,SPLS,Undirected,0.309833
A,SRCL,Undirected,0.217336
A,SRE,Undirected,0.555667
A,STI,Undirected,0.473876
A,STT,Undirected,0.533738
A,STX,Undirected,0.230979
A,STZ,Undirected,0.494492
A,SWK,Undirected,0.677224
A,SWKS,Undirected,0.239653
A,SYK,Undirected,0.580354
A,SYMC,Undirected,0.276877
A,SYY,Undirected,0.527737
A,T,Undirected,0.514980
A,TAP,Undirected,0.454734
A,TDG,Undirected,0.558411
A,TEL,Undirected,0.659625
A,TGT,Undirected,0.486961
A,TIF,Undirected,0.570320
A,TJX,Undirected,0.519452
A,TMK,Undirected,0.588777
A,TMO,Undirected,0.682682
A,TRIP,Undirected,0.063696
A,TROW,Undirected,0.309008
A,TRV,Undirected,0.494463
A,TSCO,Undirected,0.225265
A,TSN,Undirected,0.438840
A,TSO,Undirected,0.512115
A,TSS,Undirected,0.610261
A,TWX,Undirected,0.606856
A,TXN,Undirected,0.286881
A,TXT,Undirected,0.590491
A,UAA,Undirected,0.498124
A,UAL,Undirected,0.223997
A,UDR,Undirected,0.532267
A,UHS,Undirected,0.458951
A,ULTA,Undirected,0.221840
A,UNH,Undirected,0.424040
A,UNM,Undirected,0.597193
A,UNP,Undirected,0.599448
A,UPS,Undirected,0.626143
A,URI,Undirected,0.557029
A,USB,Undirected,0.518544
A,UTX,Undirected,0.666670
A,V,Undirected,-0.009384
A,VAR,Undirected,0.588008
A,VFC,Undirected,0.555978
A,VIAB,Undirected,0.315081
A,VLO,Undirected,0.578200
A,VMC,Undirected,0.538103
A,VNO,Undirected,0.575006
A,VRSK,Undirected,-0.033360
A,VRSN,Undirected,0.299102
A,VRTX,Undirected,0.197669
A,VTR,Undirected,0.525615
A,VZ,Undirected,0.471630
A,WAT,Undirected,0.689913
A,WDC,Undirected,0.270686
A,WEC,Undirected,0.461960
A,WFC,Undirected,0.498746
A,WFM,Undirected,0.283073
A,WHR,Undirected,0.576140
A,WLTW,Undirected,0.242253
A,WM,Undirected,0.573524
A,WMB,Undirected,0.607288
A,WMT,Undirected,0.391301
A,WU,Undirected,0.551670
A,WY,Undirected,0.607117
A,WYN,Undirected,0.600647
A,WYNN,Undirected,0.311941
A,XEC,Undirected,0.586210
A,XEL,Undirected,0.503806
A,XLNX,Undirected,0.326610
A,XOM,Undirected,0.599163
A,XRAY,Undirected,0.302153
A,XRX,Undirected,0.626769
A,XYL,Undirected,-0.011673
A,YUM,Undirected,0.552557
A,ZBH,Undirected,0.557734
A,ZION,Undirected,0.273140
AAP,AAPL,Undirected,0.266411
AAP,ABBV,Undirected,0.203083
AAP,ABC,Undirected,0.356649
AAP,ABT,Undirected,0.305273
AAP,ACN,Undirected,0.404984
AAP,ADBE,Undirected,0.287061
AAP,ADI,Undirected,0.128740
AAP,ADM,Undirected,0.332755
AAP,ADP,Undirected,0.270299
AAP,ADS,Undirected,0.387381
AAP,ADSK,Undirected,0.275373
AAP,AEE,Undirected,0.362711
AAP,AEP,Undirected,0.349425
AAP,AES,Undirected,0.385288
AAP,AET,Undirected,0.325104
AAP,AFL,Undirected,0.414171
AAP,AIG,Undirected,0.330014
AAP,AIV,Undirected,0.445343
AAP,AIZ,Undirected,0.391635
AAP,AJG,Undirected,0.380026
AAP,AKAM,Undirected,0.285604
AAP,ALB,Undirected,0.436273
AAP,ALGN,Undirected,0.213980
AAP,ALK,Undirected,0.377510
AAP,ALL,Undirected,0.408460
AAP,ALXN,Undirected,0.227217
AAP,AMAT,Undirected,0.285484
AAP,AMD,Undirected,0.204025
AAP,AME,Undirected,0.497115
AAP,AMG,Undirected,0.492125
AAP,AMGN,Undirected,0.168852
AAP,AMP,Undirected,0.462419
AAP,AMT,Undirected,0.301569
AAP,AMZN,Undirected,0.275475
AAP,AN,Undirected,0.528006
AAP,ANSS,Undirected,0.298058
AAP,ANTM,Undirected,0.350928
AAP,AON,Undirected,0.052358
AAP,APA,Undirected,0.358158
AAP,APC,Undirected,0.355010
AAP,APD,Undirected,0.484456
AAP,APH,Undirected,0.476805
AAP,ARE,Undirected,0.436768
AAP,ARNC,Undirected,0.404839
AAP,ATVI,Undirected,0.210753
AAP,AVB,Undirected,0.454213
AAP,AVY,Undirected,0.463309
AAP,AWK,Undirected,-0.042795
AAP,AXP,Undirected,0.468942
AAP,AYI,Undirected,0.477327
AAP,AZO,Undirected,0.645233
AAP,BA,Undirected,0.403269
AAP,BAC,Undirected,0.380621
AAP,BAX,Undirected,0.346207
AAP,BBBY,Undirected,0.360203
AAP,BBT,Undirected,0.427541
AAP,BBY,Undirected,0.508487
AAP,BCR,Undirected,0.362587
AAP,BDX,Undirected,0.340937
AAP,BEN,Undirected,0.514427
AAP,BF,Undirected,0.351643
AAP,BHI,Undirected,0.354728
AAP,BIIB,Undirected,0.259544
AAP,BK,Undirected,0.436471
AAP,BLK,Undirected,0.429628
AAP,BLL,Undirected,0.481342
AAP,BMY,Undirected,0.318004
AAP,BRK,Undirected,0.338295
AAP,BSX,Undirected,0.360396
AAP,BWA,Undirected,0.429700
AAP,BXP,Undirected,0.475618
AAP,C,Undirected,0.379170
AAP,CA,Undirected,0.286642
AAP,CAG,Undirected,0.293353
AAP,CAH,Undirected,0.362848
AAP,CAT,Undirected,0.431380
AAP,CB,Undirected,0.370668
AAP,CBG,Undirected,0.421752
AAP,CBOE,Undirected,0.008482
AAP,CBS,Undirected,0.426077
AAP,CCL,Undirected,0.500545
AAP,CELG,Undirected,0.229370
AAP,CERN,Undirected,0.218031
AAP,CF,Undirected,0.343664
AAP,CHD,Undirected,0.326136
AAP,CHK,Undirected,0.290829
AAP,CHRW,Undirected,0.327904
AAP,CI,Undirected,0.356057
AAP,CINF,Undirected,0.294964
AAP,CL,Undirected,0.351112
AAP,CLX,Undirected,0.402709
AAP,CMA,Undirected,0.404230
AAP,CMCSA,Undirected,0.305678
AAP,CME,Undirected,0.279138
AAP,CMG,Undirected,0.434913
AAP,CMI,Undirected,0.463169
AAP,CMS,Undirected,0.374011
AAP,CNC,Undirected,0.302865
AAP,CNP,Undirected,0.336913
AAP,COF,Undirected,0.416355
AAP,COG,Undirected,0.325877
AAP,COH,Undirected,0.512475
AAP,COL,Undirected,0.449041
AAP,COO,Undirected,0.321736
AAP,COP,Undirected,0.420639
AAP,COST,Undirected,0.313431
AAP,CPB,Undirected,0.321035
AAP,CRM,Undirected,0.409827
AAP,CSCO,Undirected,0.286098
AAP,CSX,Undirected,0.293041
AAP,CTAS,Undirected,0.346084
AAP,CTL,Undirected,0.377239
AAP,CTSH,Undirected,0.305304
AAP,CTXS,Undirected,0.241422
AAP,CVS,Undirected,0.408504
AAP,CVX,Undirected,0.409996
AAP,CXO,Undirected,0.325230
AAP,D,Undirected,0.338480
AAP,DAL,Undirected,0.367778
AAP,DD,Undirected,0.480946
AAP,DE,Undirected,0.410430
AAP,DFS,Undirected,0.459484
AAP,DG,Undirected,0.032646
AAP,DGX,Undirected,0.325501
AAP,DHI,Undirected,0.443971
AAP,DHR,Undirected,0.452125
AAP,DIS,Undirected,0.483705
AAP,DISCA,Undirected,0.276136
AAP,DISCK,Undirected,0.037671
AAP,DISH,Undirected,0.260207
AAP,DLPH,Undirected,-0.035774
AAP,DLR,Undirected,0.449801
AAP,DLTR,Undirected,0.277843
AAP,DOV,Undirected,0.471849
AAP,DOW,Undirected,0.422901
AAP,DPS,Undirected,0.131027
AAP,DRI,Undirected,0.508455
AAP,DTE,Undirected,0.359890
AAP,DUK,Undirected,0.317194
AAP,DVA,Undirected,0.293361
AAP,DVN,Undirected,0.351885
AAP,EA,Undirected,0.223189
AAP,EBAY,Undirected,0.278557
AAP,ECL,Undirected,0.494012
AAP,ED,Undirected,0.347525
AAP,EFX,Undirected,0.527389
AAP,EIX,Undirected,0.358658
AAP,EL,Undirected,0.413021
AAP,EMN,Undirected,0.441387
AAP,EMR,Undirected,0.484003
AAP,EOG,Undirected,0.352996
AAP,EQR,Undirected,0.466711
AAP,EQT,Undirected,0.344935
AAP,ES,Undirected,0.349430
AAP,ESRX,Undirected,0.243235
AAP,ESS,Undirected,0.436570
AAP,ETFC,Undirected,0.256736
AAP,ETN,Undirected,0.472756
AAP,ETR,Undirected,0.323851
AAP,EW,Undirected,0.280474
AAP,EXC,Undirected,0.300556
AAP,EXPD,Undirected,0.336564
AAP,EXPE,Undirected,0.270117
AAP,EXR,Undirected,0.471291
AAP,F,Undirected,0.380903
AAP,FAST,Undirected,0.332501
AAP,FB,Undirected,0.020433
AAP,FBHS,Undirected,-0.030503
AAP,FCX,Undirected,0.374830
AAP,FDX,Undirected,0.478489
AAP,FE,Undirected,0.307170
AAP,FFIV,Undirected,0.242725
AAP,FIS,Undirected,0.444656
AAP,FISV,Undirected,0.315684
AAP,FITB,Undirected,0.234050
AAP,FL,Undirected,0.513775
AAP,FLIR,Undirected,0.249132
AAP,FLR,Undirected,0.407331
AAP,FLS,Undirected,0.449065
AAP,FMC,Undirected,0.450749
AAP,FOX,Undirected,0.301515
AAP,FOXA,Undirected,0.294532
AAP,FRT,Undirected,0.474381
AAP,GD,Undirected,0.400958
AAP,GE,Undirected,0.423141
AAP,GGP,Undirected,0.206425
AAP,GILD,Undirected,0.198154
AAP,GIS,Undirected,0.292862
AAP,GLW,Undirected,0.405711
AAP,GM,Undirected,0.026720
AAP,GOOG,Undirected,0.257446
AAP,GOOGL,Undirected,0.257476
AAP,GPC,Undirected,0.521138
AAP,GPN,Undirected,0.439973
AAP,GPS,Undirected,0.526711
AAP,GRMN,Undirected,0.256863
AAP,GS,Undirected,0.441913
AAP,GT,Undirected,0.280058
AAP,GWW,Undirected,0.477305
AAP,HAL,Undirected,0.341417
AAP,HAS,Undirected,0.276709
AAP,HBAN,Undirected,0.243748
AAP,HBI,Undirected,0.400448
AAP,HCA,Undirected,-0.013440
AAP,HCN,Undirected,0.444403
AAP,HCP,Undirected,0.449205
AAP,HD,Undirected,0.542712
AAP,HES,Undirected,0.327670
AAP,HIG,Undirected,0.369404
AAP,HOG,Undirected,0.485358
AAP,HOLX,Undirected,0.270039
AAP,HON,Undirected,0.481069
AAP,HP,Undirected,0.353686
AAP,HPQ,Undirected,0.411064
AAP,HRB,Undirected,0.366905
AAP,HRL,Undirected,0.327295
AAP,HRS,Undirected,0.442265
AAP,HSIC,Undirected,0.263916
AAP,HST,Undirected,0.459641
AAP,HSY,Undirected,0.341717
AAP,HUM,Undirected,0.292574
AAP,IBM,Undirected,0.450714
AAP,IDXX,Undirected,0.264921
AAP,IFF,Undirected,0.436026
AAP,ILMN,Undirected,0.169711
AAP,INCY,Undirected,0.240195
AAP,INTC,Undirected,0.337081
AAP,INTU,Undirected,0.304043
AAP,IP,Undirected,0.436838
AAP,IPG,Undirected,0.408914
AAP,IR,Undirected,0.448271
AAP,ISRG,Undirected,0.256649
AAP,IT,Undirected,0.473663
AAP,ITW,Undirected,0.473758
AAP,IVZ,Undirected,0.464126
AAP,JBHT,Undirected,0.312477
AAP,JEC,Undirected,0.450924
AAP,JNJ,Undirected,0.342584
AAP,JNPR,Undirected,0.230095
AAP,JPM,Undirected,0.457203
AAP,JWN,Undirected,0.545803
AAP,K,Undirected,0.337902
AAP,KEY,Undirected,0.370391
AAP,KIM,Undirected,0.447905
AAP,KLAC,Undirected,0.286760
AAP,KMB,Undirected,0.378645
AAP,KMI,Undirected,-0.028603
AAP,KMX,Undirected,0.504076
AAP,KO,Undirected,0.326134
AAP,KORS,Undirected,-0.033792
AAP,KR,Undirected,0.343908
AAP,KSS,Undirected,0.537575
AAP,KSU,Undirected,0.443412
AAP,L,Undirected,0.437478
AAP,LB,Undirected,0.515327
AAP,LEG,Undirected,0.503059
AAP,LEN,Undirected,0.447539
AAP,LH,Undirected,0.359218
AAP,LKQ,Undirected,0.223046
AAP,LLL,Undirected,0.424013
AAP,LLY,Undirected,0.359824
AAP,LNC,Undirected,0.418265
AAP,LNT,Undirected,0.351033
AAP,LOW,Undirected,0.538638
AAP,LRCX,Undirected,0.307949
AAP,LUK,Undirected,0.427039
AAP,LUV,Undirected,0.400453
AAP,LVLT,Undirected,0.009963
AAP,LYB,Undirected,0.001715
AAP,M,Undirected,0.523653
AAP,MA,Undirected,0.401286
AAP,MAA,Undirected,0.453751
AAP,MAC,Undirected,0.426218
AAP,MAR,Undirected,0.331896
AAP,MAS,Undirected,0.469481
AAP,MAT,Undirected,-0.062789
AAP,MCD,Undirected,0.444775
AAP,MCHP,Undirected,0.304258
AAP,MCK,Undirected,0.340585
AAP,MCO,Undirected,0.430289
AAP,MDLZ,Undirected,-0.000760
AAP,MET,Undirected,0.381635
AAP,MHK,Undirected,0.474485
AAP,MKC,Undirected,0.385893
AAP,MLM,Undirected,0.429473
AAP,MMC,Undirected,0.419692
AAP,MMM,Undirected,0.449645
AAP,MO,Undirected,0.309701
AAP,MON,Undirected,0.344752
AAP,MOS,Undirected,0.222119
AAP,MPC,Undirected,-0.033719
AAP,MRK,Undirected,0.212278
AAP,MRO,Undirected,0.402173
AAP,MS,Undirected,0.446877
AAP,MSFT,Undirected,0.265279
AAP,MSI,Undirected,0.406480
AAP,MTB,Undirected,0.407656
AAP,MTD,Undirected,0.396927
AAP,MU,Undirected,0.022862
AAP,MUR,Undirected,0.351038
AAP,NDAQ,Undirected,0.312005
AAP,NEE,Undirected,0.363690
AAP,NEM,Undirected,0.182223
AAP,NFLX,Undirected,0.218774
AAP,NFX,Undirected,0.370111
AAP,NI,Undirected,0.398679
AAP,NKE,Undirected,0.492358
AAP,NOC,Undirected,0.385881
AAP,NOV,Undirected,0.380525
AAP,NRG,Undirected,0.309329
AAP,NSC,Undirected,0.446649
AAP,NTAP,Undirected,0.280395
AAP,NTRS,Undirected,0.300217
AAP,NUE,Undirected,0.420512
AAP,NVDA,Undirected,0.261317
AAP,O,Undirected,0.433560
AAP,OKE,Undirected,0.402401
AAP,OMC,Undirected,0.461997
AAP,ORCL,Undirected,0.455871
AAP,ORLY,Undirected,0.397767
AAP,OXY,Undirected,0.400497
AAP,PAYX,Undirected,0.284104
AAP,PBCT,Undirected,0.273730
AAP,PCAR,Undirected,0.340795
AAP,PCG,Undirected,0.304445
AAP,PCLN,Undirected,0.241876
AAP,PDCO,Undirected,0.288254
AAP,PEG,Undirected,0.338715
AAP,PEP,Undirected,0.344072
AAP,PFE,Undirected,0.380585
AAP,PFG,Undirected,0.429793
AAP,PG,Undirected,0.390294
AAP,PGR,Undirected,0.459450
AAP,PH,Undirected,0.468630
AAP,PHM,Undirected,0.453855
AAP,PKI,Undirected,0.383393
AAP,PLD,Undirected,0.373417
AAP,PM,Undirected,-0.025435
AAP,PNC,Undirected,0.355099
AAP,PNW,Undirected,0.355846
AAP,PPG,Undirected,0.491371
AAP,PPL,Undirected,0.317097
AAP,PRU,Undirected,0.405964
AAP,PSA,Undirected,0.479930
AAP,PSX,Undirected,-0.037189
AAP,PVH,Undirected,0.514009
AAP,PWR,Undirected,0.437791
AAP,PX,Undirected,0.479417
AAP,PXD,Undirected,0.369110
AAP,QCOM,Undirected,0.281893
AAP,RAI,Undirected,0.259526
AAP,RCL,Undirected,0.446796
AAP,RE,Undirected,0.360168
AAP,REG,Undirected,0.472477
AAP,REGN,Undirected,0.228170
AAP,RF,Undirected,0.327894
AAP,RHI,Undirected,0.490543
AAP,RHT,Undirected,0.415303
AAP,RIG,Undirected,0.350523
AAP,RJF,Undirected,0.489306
AAP,RL,Undirected,0.522999
AAP,ROK,Undirected,0.478564
AAP,ROP,Undirected,0.508345
AAP,ROST,Undirected,0.358919
